Timestamp,Temp(C),Hum(%),MQ2(V),MQ3(V),MQ5(V),MQ7(V),MQ8(V),MQ135(V)
2025-12-18 22:45:32,41.1,28.1,0.32,0.34,0.99,0.21,0.5,0.21
2025-12-18 22:45:38,41.1,28.1,0.32,0.33,1.03,0.22,0.53,0.2
2025-12-18 22:45:43,41.1,27.9,0.32,0.33,1.13,0.22,0.5,0.23
2025-12-18 22:45:48,41.2,28.2,0.3,0.33,1.01,0.19,0.5,0.23
2025-12-18 22:45:54,41.1,28.2,0.3,0.34,0.99,0.22,0.51,0.2
2025-12-18 22:45:59,41.1,27.9,0.33,0.34,1.16,0.22,0.49,0.23
2025-12-18 22:46:04,41.0,27.9,0.33,0.33,0.99,0.22,0.49,0.21
2025-12-18 22:46:09,41.3,27.9,0.3,0.36,1.14,0.2,0.51,0.2
2025-12-18 22:46:15,41.2,27.9,0.34,0.36,0.97,0.21,0.53,0.2
2025-12-18 22:46:20,41.2,28.0,0.3,0.33,1.1,0.22,0.5,0.23
2025-12-18 22:46:25,41.3,28.0,0.34,0.36,1.16,0.23,0.49,0.21
2025-12-18 22:46:31,41.3,27.8,0.31,0.33,1.15,0.2,0.5,0.22
2025-12-18 22:46:36,41.6,27.6,0.32,0.35,1.16,0.19,0.5,0.23
2025-12-18 22:46:41,41.6,27.6,0.33,0.35,1.16,0.19,0.5,0.23
2025-12-18 22:46:46,41.7,27.3,0.3,0.33,1.01,0.23,0.49,0.22
2025-12-18 22:46:52,41.9,27.4,0.3,0.33,1.14,0.21,0.5,0.23
2025-12-18 22:46:57,41.9,27.2,0.31,0.34,1.14,0.19,0.5,0.23
2025-12-18 22:47:02,42.0,27.2,0.3,0.32,1.0,0.21,0.52,0.19
2025-12-18 22:47:07,42.0,27.0,0.3,0.33,1.11,0.22,0.5,0.23
2025-12-18 22:47:13,42.3,27.0,0.34,0.36,1.12,0.2,0.5,0.23
2025-12-18 22:47:18,42.3,26.8,0.3,0.36,1.06,0.2,0.53,0.2
2025-12-18 22:47:23,42.2,26.8,0.31,0.33,1.08,0.23,0.49,0.22
2025-12-18 22:47:28,42.3,26.7,0.3,0.33,1.01,0.21,0.52,0.2
2025-12-18 22:47:34,42.5,26.5,0.3,0.33,1.06,0.23,0.49,0.23
2025-12-18 22:47:39,42.6,26.4,0.33,0.35,1.16,0.19,0.51,0.2
2025-12-18 22:47:44,42.8,26.4,0.3,0.33,1.04,0.23,0.49,0.22
2025-12-18 22:47:49,42.7,26.3,0.31,0.33,1.06,0.23,0.49,0.2
2025-12-18 22:47:55,42.6,26.1,0.32,0.35,1.14,0.2,0.52,0.19
2025-12-18 22:48:00,42.7,25.9,0.32,0.34,1.16,0.2,0.5,0.23
2025-12-18 22:48:05,42.7,26.1,0.31,0.34,1.16,0.2,0.52,0.19
2025-12-18 22:48:10,42.8,26.1,0.31,0.33,1.14,0.2,0.5,0.23
2025-12-18 22:48:16,42.8,26.0,0.32,0.35,1.16,0.2,0.51,0.19
2025-12-18 22:48:21,42.8,25.8,0.31,0.33,1.09,0.23,0.49,0.23
2025-12-18 22:48:26,42.9,25.8,0.3,0.32,1.0,0.21,0.52,0.19
2025-12-18 22:48:31,43.0,26.0,0.34,0.36,0.97,0.21,0.52,0.2
2025-12-18 22:48:37,43.0,25.8,0.3,0.32,1.01,0.22,0.52,0.19
2025-12-18 22:48:42,42.9,25.7,0.3,0.32,1.03,0.23,0.49,0.22
2025-12-18 22:48:47,43.1,25.8,0.3,0.32,0.98,0.21,0.52,0.2
2025-12-18 22:48:52,43.1,25.8,0.33,0.34,1.17,0.19,0.5,0.23
2025-12-18 22:48:58,43.2,25.9,0.31,0.35,1.0,0.2,0.51,0.22
2025-12-18 22:49:03,43.0,25.8,0.34,0.36,1.12,0.2,0.5,0.23
2025-12-18 22:49:08,42.9,25.8,0.32,0.34,1.16,0.2,0.5,0.2
2025-12-18 22:49:13,43.1,25.7,0.34,0.35,1.14,0.23,0.49,0.22
2025-12-18 22:49:19,43.1,25.7,0.31,0.33,1.15,0.19,0.5,0.22
2025-12-18 22:49:24,43.0,25.4,0.3,0.32,1.0,0.21,0.52,0.19
2025-12-18 22:49:29,43.2,25.5,0.31,0.34,1.16,0.2,0.52,0.19
2025-12-18 22:49:35,43.2,25.3,0.31,0.33,1.16,0.2,0.49,0.23
2025-12-18 22:49:40,43.3,25.5,0.34,0.36,0.97,0.21,0.52,0.2
2025-12-18 22:49:45,43.1,25.5,0.31,0.34,1.17,0.19,0.5,0.23
2025-12-18 22:49:50,43.2,25.6,0.32,0.33,1.1,0.23,0.49,0.22
2025-12-18 22:49:56,43.3,25.6,0.34,0.35,1.16,0.2,0.51,0.19
2025-12-18 22:50:01,43.3,25.3,0.34,0.36,1.16,0.21,0.48,0.2
2025-12-18 22:50:06,43.3,25.4,0.34,0.35,0.97,0.2,0.52,0.2
2025-12-18 22:50:11,43.2,25.5,0.31,0.33,1.09,0.22,0.49,0.23
2025-12-18 22:50:17,43.3,25.4,0.34,0.36,0.98,0.2,0.52,0.19
2025-12-18 22:50:22,43.2,25.3,0.31,0.32,0.99,0.21,0.52,0.2
2025-12-18 22:50:27,43.3,25.1,0.34,0.36,1.03,0.2,0.51,0.19
2025-12-18 22:50:32,43.5,25.3,0.34,0.36,0.97,0.21,0.52,0.2
2025-12-18 22:50:38,43.4,24.9,0.32,0.36,1.05,0.2,0.51,0.22
2025-12-18 22:50:43,43.4,25.5,0.3,0.33,0.99,0.23,0.49,0.21
2025-12-18 22:50:48,43.4,25.1,0.33,0.33,0.98,0.21,0.52,0.19
2025-12-18 22:50:53,43.4,25.2,0.3,0.33,1.05,0.23,0.49,0.22
2025-12-18 22:50:59,43.4,24.9,0.3,0.32,0.99,0.23,0.48,0.21
2025-12-18 22:51:04,43.6,25.0,0.32,0.35,1.15,0.2,0.51,0.19
2025-12-18 22:51:09,43.5,25.0,0.3,0.33,1.01,0.23,0.49,0.2
2025-12-18 22:51:14,43.4,25.1,0.33,0.34,1.0,0.2,0.5,0.23
2025-12-18 22:51:20,43.6,24.9,0.3,0.34,0.99,0.22,0.52,0.2
2025-12-18 22:51:25,43.6,25.2,0.33,0.33,1.03,0.21,0.52,0.23
2025-12-18 22:51:30,43.4,25.2,0.31,0.32,0.99,0.22,0.49,0.21
2025-12-18 22:51:35,43.7,25.2,0.33,0.36,1.11,0.19,0.5,0.23
2025-12-18 22:51:41,43.6,25.1,0.3,0.33,0.99,0.21,0.53,0.2
2025-12-18 22:51:46,43.8,25.2,0.33,0.35,1.16,0.19,0.5,0.23
2025-12-18 22:51:51,43.7,25.2,0.32,0.34,1.13,0.23,0.49,0.23
2025-12-18 22:51:56,43.5,25.2,0.31,0.33,1.04,0.23,0.49,0.2
2025-12-18 22:52:02,43.7,25.2,0.33,0.34,1.03,0.21,0.51,0.23
2025-12-18 22:52:07,43.8,24.9,0.31,0.32,0.98,0.2,0.5,0.23
2025-12-18 22:52:12,43.8,24.7,0.34,0.36,1.16,0.19,0.49,0.23
2025-12-18 22:52:17,43.7,25.0,0.31,0.33,1.09,0.23,0.49,0.22
2025-12-18 22:52:23,43.7,24.9,0.34,0.35,0.98,0.2,0.52,0.19
2025-12-18 22:52:28,43.7,24.7,0.32,0.34,1.11,0.23,0.49,0.2
2025-12-18 22:52:33,43.6,25.0,0.3,0.35,0.99,0.2,0.5,0.23
2025-12-18 22:52:39,43.7,24.8,0.34,0.35,1.12,0.23,0.51,0.2
2025-12-18 22:52:44,43.9,24.7,0.31,0.33,1.04,0.23,0.49,0.2
2025-12-18 22:52:49,43.8,24.7,0.34,0.35,1.13,0.23,0.52,0.19
2025-12-18 22:52:54,43.9,25.0,0.32,0.33,1.1,0.23,0.49,0.22
2025-12-18 22:53:00,43.7,24.9,0.33,0.36,1.1,0.19,0.5,0.23
2025-12-18 22:53:05,43.7,25.1,0.33,0.34,1.15,0.21,0.49,0.23
2025-12-18 22:53:10,43.9,25.0,0.32,0.33,0.99,0.2,0.51,0.23
2025-12-18 22:53:15,43.9,25.0,0.31,0.33,0.99,0.21,0.53,0.19
2025-12-18 22:53:21,43.9,24.9,0.34,0.36,0.98,0.2,0.52,0.21
2025-12-18 22:53:26,43.8,24.6,0.33,0.36,1.16,0.22,0.48,0.2
2025-12-18 22:53:31,44.0,24.9,0.34,0.35,1.16,0.22,0.49,0.22
2025-12-18 22:53:36,43.8,24.8,0.34,0.35,1.14,0.22,0.49,0.22
2025-12-18 22:53:42,43.8,24.7,0.3,0.33,1.02,0.23,0.49,0.2
2025-12-18 22:53:47,43.8,24.4,0.33,0.36,1.05,0.2,0.5,0.23
2025-12-18 22:53:52,43.8,24.5,0.31,0.35,0.98,0.2,0.52,0.2
2025-12-18 22:53:57,43.8,24.9,0.3,0.32,1.0,0.22,0.51,0.2
2025-12-18 22:54:03,43.9,24.6,0.33,0.35,0.99,0.21,0.52,0.19
2025-12-18 22:54:08,43.9,24.7,0.3,0.32,1.01,0.21,0.52,0.2
2025-12-18 22:54:13,44.0,24.6,0.33,0.33,1.05,0.22,0.52,0.19
2025-12-18 22:54:18,43.9,24.5,0.34,0.36,1.08,0.2,0.52,0.19
2025-12-18 22:54:24,43.9,24.4,0.31,0.33,1.03,0.23,0.49,0.2
2025-12-18 22:54:29,44.0,24.7,0.31,0.33,1.09,0.23,0.49,0.23
2025-12-18 22:54:34,44.1,24.6,0.33,0.34,1.15,0.23,0.49,0.22
2025-12-18 22:54:39,44.1,24.5,0.31,0.36,1.14,0.23,0.52,0.19
2025-12-18 22:54:45,44.1,24.8,0.31,0.33,1.05,0.23,0.49,0.21
2025-12-18 22:54:50,44.0,24.6,0.32,0.33,1.03,0.21,0.52,0.23
2025-12-18 22:54:55,44.1,24.7,0.3,0.33,1.0,0.21,0.53,0.2
2025-12-18 22:55:00,44.0,24.5,0.3,0.32,1.0,0.22,0.52,0.2
2025-12-18 22:55:06,44.1,24.5,0.34,0.36,1.08,0.2,0.52,0.2
2025-12-18 22:55:11,44.1,24.3,0.34,0.35,1.16,0.21,0.49,0.23
2025-12-18 22:55:16,44.3,24.2,0.34,0.35,1.05,0.23,0.49,0.22
2025-12-18 22:55:21,44.2,24.5,0.3,0.32,0.98,0.21,0.51,0.21
2025-12-18 22:55:28,44.2,24.5,0.3,0.36,1.15,0.2,0.49,0.23
2025-12-18 22:55:33,44.2,24.3,0.31,0.33,1.02,0.23,0.49,0.22
2025-12-18 22:55:38,44.3,24.4,0.3,0.32,0.98,0.2,0.52,0.21
2025-12-18 22:55:44,44.2,24.6,0.34,0.36,1.11,0.2,0.52,0.19
2025-12-18 22:55:49,44.4,24.6,0.3,0.32,0.99,0.22,0.5,0.23
2025-12-18 22:55:54,44.4,24.4,0.34,0.36,1.14,0.2,0.52,0.19
2025-12-18 22:55:59,44.4,24.5,0.31,0.33,1.1,0.23,0.49,0.23
2025-12-18 22:56:05,44.3,24.2,0.34,0.36,1.16,0.19,0.51,0.22
2025-12-18 22:56:10,44.4,24.5,0.31,0.34,1.15,0.2,0.5,0.22
2025-12-18 22:56:15,44.4,24.5,0.34,0.35,1.16,0.2,0.49,0.22
2025-12-18 22:56:20,44.2,24.6,0.31,0.33,1.04,0.23,0.51,0.2
2025-12-18 22:56:26,44.4,24.5,0.3,0.33,1.03,0.23,0.49,0.22
2025-12-18 22:56:31,44.5,24.3,0.3,0.36,1.16,0.21,0.49,0.2
2025-12-18 22:56:36,44.3,24.6,0.33,0.34,1.16,0.19,0.51,0.21
2025-12-18 22:56:41,44.5,24.5,0.37,0.37,0.97,0.21,0.53,0.2
2025-12-18 22:56:47,44.3,24.6,3.3,0.46,2.69,0.3,0.63,0.3
2025-12-18 22:56:52,44.2,25.1,0.26,0.33,1.02,0.24,0.5,0.25
2025-12-18 22:56:57,44.3,24.8,0.31,0.33,1.11,0.2,0.55,0.22
2025-12-18 22:57:02,44.1,25.0,0.32,0.33,1.01,0.24,0.5,0.23
2025-12-18 22:57:08,44.0,24.6,0.33,0.33,1.01,0.24,0.5,0.22
2025-12-18 22:57:13,44.1,24.8,0.31,0.33,1.11,0.2,0.53,0.2
2025-12-18 22:57:18,43.9,24.7,0.33,0.37,0.99,0.23,0.52,0.2
2025-12-18 22:57:23,43.7,24.7,0.31,0.36,0.97,0.23,0.52,0.2
2025-12-18 22:57:29,43.7,25.0,0.32,0.36,0.96,0.24,0.5,0.2
2025-12-18 22:57:34,43.4,25.2,0.33,0.33,1.15,0.2,0.51,0.23
2025-12-18 22:57:39,43.0,25.4,0.3,0.35,1.0,0.21,0.48,0.23
2025-12-18 22:57:44,43.0,25.7,0.31,0.36,1.05,0.2,0.53,0.21
2025-12-18 22:57:50,42.8,25.7,0.31,0.36,0.97,0.24,0.5,0.2
2025-12-18 22:57:55,42.8,25.8,0.34,0.33,1.11,0.2,0.5,0.23
2025-12-18 22:58:00,42.5,26.0,0.31,0.37,0.99,0.23,0.5,0.2
2025-12-18 22:58:05,42.1,26.3,0.3,0.35,0.97,0.24,0.5,0.2
2025-12-18 22:58:11,42.1,26.7,0.33,0.36,0.97,0.24,0.49,0.21
2025-12-18 22:58:16,41.8,26.8,0.3,0.36,0.97,0.21,0.48,0.24
2025-12-18 22:58:21,41.7,26.8,0.3,0.36,0.97,0.24,0.5,0.2
2025-12-18 22:58:26,41.5,27.4,0.29,0.33,1.15,0.2,0.52,0.21
2025-12-18 22:58:32,41.5,27.3,0.33,0.33,1.15,0.21,0.48,0.2
2025-12-18 22:58:37,41.1,27.6,0.29,0.33,1.15,0.2,0.51,0.2
2025-12-18 22:58:42,41.0,27.6,0.3,0.36,0.98,0.24,0.51,0.2
2025-12-18 22:58:48,41.0,27.9,0.31,0.36,1.02,0.2,0.52,0.22
2025-12-18 22:58:53,40.7,28.0,0.31,0.36,1.04,0.19,0.52,0.21
2025-12-18 22:58:58,40.5,28.3,0.33,0.33,1.15,0.2,0.48,0.24
2025-12-18 22:59:03,40.5,28.3,0.29,0.33,1.15,0.2,0.52,0.22
2025-12-18 22:59:09,40.3,28.4,0.32,0.33,1.14,0.2,0.48,0.24
2025-12-18 22:59:14,40.2,28.6,0.3,0.36,0.97,0.24,0.5,0.2
2025-12-18 22:59:19,40.1,28.7,0.31,0.33,1.16,0.2,0.51,0.23
2025-12-18 22:59:24,40.2,28.9,0.34,0.33,1.05,0.22,0.49,0.2
2025-12-18 22:59:30,40.0,28.9,0.33,0.33,1.1,0.22,0.49,0.19
2025-12-18 22:59:35,39.9,29.0,0.29,0.36,1.01,0.19,0.52,0.23
2025-12-18 22:59:40,39.9,29.5,0.31,0.32,1.15,0.21,0.48,0.23
2025-12-18 22:59:45,39.8,29.3,0.29,0.34,1.03,0.23,0.5,0.2
2025-12-18 22:59:51,39.8,29.3,0.33,0.32,1.1,0.19,0.53,0.2
2025-12-18 22:59:56,39.8,29.4,0.33,0.32,1.15,0.21,0.49,0.19
2025-12-18 23:00:01,39.7,29.4,0.32,0.37,1.01,0.19,0.53,0.23
2025-12-18 23:00:06,39.7,29.5,0.29,0.35,0.98,0.23,0.52,0.21
2025-12-18 23:00:12,39.6,29.6,0.33,0.33,1.08,0.19,0.52,0.23
2025-12-18 23:00:17,39.6,29.4,0.31,0.35,1.07,0.19,0.48,0.23
2025-12-18 23:00:22,39.7,29.7,0.29,0.36,1.03,0.19,0.53,0.23
2025-12-18 23:00:27,39.7,29.6,0.33,0.36,1.0,0.23,0.51,0.19
2025-12-18 23:00:33,39.5,29.5,0.29,0.37,1.05,0.22,0.49,0.2
2025-12-18 23:00:38,39.6,29.7,0.29,0.34,1.05,0.22,0.49,0.19
2025-12-18 23:00:43,39.5,29.7,0.33,0.32,1.15,0.21,0.49,0.19
2025-12-18 23:00:48,39.5,29.8,0.29,0.35,0.98,0.23,0.52,0.2
2025-12-18 23:00:54,39.5,29.8,0.32,0.33,0.99,0.24,0.51,0.2
2025-12-18 23:00:59,39.6,29.8,0.33,0.33,1.01,0.24,0.52,0.21
2025-12-18 23:01:04,39.5,29.9,0.3,0.35,0.99,0.21,0.49,0.24
2025-12-18 23:01:09,39.6,29.9,0.29,0.35,0.98,0.24,0.51,0.2
2025-12-18 23:01:15,39.5,29.9,0.33,0.32,1.03,0.21,0.51,0.2
2025-12-18 23:01:20,39.5,29.7,0.32,0.32,1.15,0.2,0.49,0.22
2025-12-18 23:01:25,39.6,29.8,0.3,0.33,1.08,0.19,0.51,0.24
2025-12-18 23:01:30,39.5,29.9,0.33,0.32,1.16,0.21,0.49,0.19
2025-12-18 23:01:36,39.5,29.9,0.32,0.35,1.05,0.19,0.53,0.21
2025-12-18 23:01:41,39.4,29.9,0.34,0.33,1.15,0.23,0.51,0.19
2025-12-18 23:01:46,39.4,29.9,0.3,0.33,1.14,0.21,0.49,0.21
2025-12-18 23:01:52,39.5,29.9,0.3,0.35,1.09,0.21,0.49,0.23
2025-12-18 23:01:57,39.3,29.9,0.33,0.35,1.04,0.19,0.53,0.2
2025-12-18 23:02:02,39.2,30.0,0.33,0.35,1.04,0.19,0.53,0.21
2025-12-18 23:02:07,39.1,30.1,0.32,0.33,1.16,0.2,0.49,0.24
2025-12-18 23:02:13,39.1,30.2,0.33,0.36,1.0,0.24,0.53,0.2
2025-12-18 23:02:18,38.8,30.3,0.3,0.33,1.15,0.2,0.49,0.23
2025-12-18 23:02:23,38.7,30.6,0.3,0.37,0.99,0.24,0.52,0.19
2025-12-18 23:02:28,38.5,30.8,0.31,0.36,1.0,0.22,0.49,0.23
2025-12-18 23:02:34,38.3,31.0,0.33,0.36,1.03,0.22,0.49,0.22
2025-12-18 23:02:39,38.1,31.2,0.31,0.36,1.0,0.21,0.49,0.23
2025-12-18 23:02:44,37.9,31.6,0.29,0.35,0.98,0.22,0.49,0.23
2025-12-18 23:02:49,37.7,31.7,0.3,0.34,1.05,0.22,0.49,0.22
2025-12-18 23:02:55,37.5,32.0,0.29,0.33,1.15,0.21,0.49,0.23
2025-12-18 23:03:00,37.4,32.4,0.29,0.36,0.98,0.23,0.49,0.21
2025-12-18 23:03:05,37.2,32.5,0.32,0.36,1.0,0.24,0.5,0.19
2025-12-18 23:03:10,37.0,32.7,0.3,0.37,0.99,0.23,0.51,0.2
2025-12-18 23:03:17,37.0,32.7,0.33,0.37,1.0,0.24,0.5,0.19
2025-12-18 23:03:22,36.5,33.3,0.32,0.37,0.99,0.2,0.52,0.22
2025-12-18 23:03:27,36.2,33.6,0.3,0.34,1.16,0.2,0.53,0.2
2025-12-18 23:03:32,36.1,34.4,0.29,0.35,1.15,0.2,0.5,0.22
2025-12-18 23:15:39,34.5,39.6,0.31,0.33,1.3,0.23,0.53,0.22
2025-12-18 23:15:44,40.2,40.3,0.32,0.32,1.08,0.21,0.53,0.21
2025-12-18 23:15:49,40.3,40.1,0.34,0.35,1.3,0.23,0.53,0.23
2025-12-18 23:15:56,40.3,40.1,0.32,0.36,1.3,0.21,0.53,0.24
2025-12-18 23:16:01,40.6,39.7,0.35,0.33,1.08,0.21,0.55,0.24
2025-12-18 23:16:06,40.7,39.4,0.34,0.35,1.31,0.21,0.55,0.24
2025-12-18 23:16:11,41.0,39.3,0.35,0.34,1.26,0.23,0.53,0.22
2025-12-18 23:16:17,41.1,39.2,0.32,0.35,1.25,0.23,0.56,0.24
2025-12-18 23:16:22,41.3,39.1,0.33,0.34,1.27,0.24,0.53,0.24
2025-12-18 23:16:27,41.4,38.9,0.35,0.35,1.16,0.21,0.54,0.24
2025-12-18 23:16:32,41.3,38.7,0.34,0.33,1.15,0.23,0.55,0.21
2025-12-18 23:16:38,41.4,38.5,0.32,0.35,1.11,0.21,0.54,0.24
2025-12-18 23:16:43,41.6,38.3,0.34,0.33,1.17,0.23,0.55,0.21
2025-12-18 23:16:48,41.8,38.3,0.32,0.34,1.09,0.21,0.55,0.24
2025-12-18 23:16:53,41.7,37.7,0.35,0.34,1.25,0.24,0.56,0.24
2025-12-18 23:16:59,41.9,37.8,0.35,0.35,1.29,0.24,0.53,0.22
2025-12-18 23:17:04,42.0,37.7,0.33,0.33,1.12,0.22,0.56,0.21
2025-12-18 23:17:09,42.2,37.5,0.32,0.36,1.29,0.21,0.53,0.23
2025-12-18 23:17:14,42.2,37.4,0.32,0.33,1.11,0.21,0.54,0.24
2025-12-18 23:17:20,42.3,37.3,0.34,0.35,1.29,0.24,0.53,0.21
2025-12-18 23:17:25,42.5,37.0,0.34,0.35,1.26,0.24,0.55,0.21
2025-12-18 23:17:30,42.4,36.8,0.32,0.36,1.28,0.23,0.56,0.21
2025-12-18 23:17:36,42.7,36.5,0.32,0.33,1.13,0.24,0.56,0.23
2025-12-18 23:17:41,42.7,36.2,0.35,0.34,1.17,0.22,0.54,0.24
2025-12-18 23:17:46,42.7,35.9,0.34,0.36,1.31,0.24,0.53,0.21
2025-12-18 23:17:52,42.7,35.9,0.32,0.35,1.25,0.22,0.55,0.24
2025-12-18 23:17:58,43.1,35.9,0.32,0.36,1.29,0.24,0.55,0.21
2025-12-18 23:18:03,43.1,35.6,0.35,0.34,1.16,0.22,0.55,0.24
2025-12-18 23:18:08,43.2,35.5,0.35,0.35,1.21,0.23,0.56,0.23
2025-12-18 23:18:14,43.2,35.5,0.32,0.34,1.14,0.22,0.53,0.22
2025-12-18 23:18:20,43.4,35.4,0.31,0.36,1.3,0.22,0.53,0.22
2025-12-18 23:18:25,43.4,35.2,0.35,0.34,1.17,0.22,0.55,0.24
2025-12-18 23:18:30,43.5,35.0,0.34,0.33,1.18,0.23,0.55,0.22
2025-12-18 23:18:35,43.7,35.0,0.33,0.35,1.26,0.24,0.56,0.22
2025-12-18 23:18:41,43.9,34.8,0.32,0.34,1.14,0.22,0.53,0.22
2025-12-18 23:18:46,43.9,34.8,0.32,0.34,1.09,0.21,0.54,0.21
2025-12-18 23:18:51,44.2,34.6,0.34,0.35,1.24,0.23,0.55,0.22
2025-12-18 23:18:56,44.1,34.3,0.32,0.36,1.31,0.24,0.55,0.23
2025-12-18 23:19:02,44.2,34.2,0.32,0.36,1.3,0.24,0.54,0.21
2025-12-18 23:19:07,44.2,34.1,0.33,0.33,1.15,0.21,0.54,0.24
2025-12-18 23:19:12,44.3,34.2,0.33,0.34,1.1,0.21,0.53,0.21
2025-12-18 23:19:17,44.5,33.9,0.34,0.35,1.11,0.24,0.55,0.24
2025-12-18 23:19:23,44.6,33.9,0.35,0.35,1.15,0.22,0.54,0.24
2025-12-18 23:19:28,44.6,33.5,0.34,0.35,1.11,0.21,0.54,0.24
2025-12-18 23:19:33,44.7,33.5,0.32,0.37,1.27,0.24,0.53,0.21
2025-12-18 23:19:38,44.9,33.5,0.32,0.35,1.1,0.21,0.53,0.22
2025-12-18 23:19:44,44.7,33.2,0.32,0.35,1.1,0.23,0.56,0.21
2025-12-18 23:19:49,44.7,29.3,0.36,0.55,1.2,0.23,0.66,0.26
2025-12-18 23:19:54,45.1,27.0,0.55,1.03,1.11,0.23,1.09,0.34
2025-12-18 23:19:59,45.0,27.2,0.58,1.08,1.11,0.24,0.99,0.32
2025-12-18 23:20:05,44.9,27.2,0.55,1.05,1.18,0.23,0.93,0.26
2025-12-18 23:20:10,45.0,26.8,0.53,1.15,1.1,0.23,1.09,0.3
2025-12-18 23:20:15,44.8,26.6,0.76,0.92,1.31,0.26,1.49,0.34
2025-12-18 23:20:20,44.8,26.4,0.62,1.24,1.1,0.23,1.61,0.77
2025-12-18 23:20:26,44.6,27.3,0.63,1.24,1.15,0.24,1.56,0.78
2025-12-18 23:20:31,44.4,28.1,0.6,1.24,1.14,0.24,1.54,0.78
2025-12-18 23:20:36,44.2,28.8,0.57,1.23,1.24,0.21,1.49,0.78
2025-12-18 23:20:42,44.1,29.0,0.53,1.19,1.23,0.24,1.46,0.78
2025-12-18 23:20:47,43.8,29.1,0.52,1.2,1.37,0.23,1.43,0.79
2025-12-18 23:20:52,43.5,29.4,0.56,1.22,1.22,0.24,1.43,0.78
2025-12-18 23:20:57,43.2,30.3,0.55,1.22,1.19,0.24,1.38,0.79
2025-12-18 23:21:03,42.7,30.6,0.52,1.18,1.31,0.24,1.37,0.79
2025-12-18 23:21:08,42.6,30.8,0.51,1.19,1.39,0.23,1.36,0.79
2025-12-18 23:21:13,42.4,31.1,0.51,1.19,1.36,0.21,1.39,0.78
2025-12-18 23:21:18,42.2,31.4,0.5,1.19,1.24,0.25,1.34,0.77
2025-12-18 23:21:24,42.2,31.7,0.52,1.19,1.33,0.21,1.35,0.78
2025-12-18 23:21:29,41.9,31.9,0.5,1.19,1.25,0.24,1.32,0.78
2025-12-18 23:21:34,41.7,32.3,0.51,1.19,1.44,0.22,1.35,0.77
2025-12-18 23:21:39,41.2,32.4,0.53,1.23,1.24,0.25,1.31,0.79
2025-12-18 23:21:45,41.0,32.8,0.5,1.19,1.28,0.25,1.3,0.78
2025-12-18 23:21:50,40.8,33.1,0.51,1.19,1.37,0.21,1.32,0.77
2025-12-18 23:21:55,40.6,33.2,0.53,1.23,1.24,0.23,1.31,0.79
2025-12-18 23:22:00,40.4,33.5,0.5,1.2,1.46,0.22,1.29,0.77
2025-12-18 23:22:06,40.2,33.6,0.5,1.19,1.38,0.25,1.24,0.79
2025-12-18 23:22:11,40.2,33.9,0.5,1.21,1.38,0.23,1.24,0.78
2025-12-18 23:22:16,39.8,34.0,0.53,1.21,1.3,0.25,1.22,0.78
2025-12-18 23:22:21,39.6,34.2,0.51,1.21,1.44,0.22,1.23,0.79
2025-12-18 23:22:27,39.5,34.3,0.49,1.21,1.47,0.22,1.24,0.77
2025-12-18 23:22:32,39.3,34.7,0.49,1.23,1.27,0.23,1.22,0.78
2025-12-18 23:22:37,39.1,34.8,0.51,1.22,1.26,0.25,1.21,0.79
2025-12-18 23:22:42,39.0,35.0,0.53,1.23,1.28,0.23,1.25,0.77
2025-12-18 23:22:48,39.0,35.1,0.5,1.2,1.36,0.23,1.21,0.78
2025-12-18 23:22:53,38.9,35.3,0.5,1.21,1.45,0.22,1.23,0.78
2025-12-18 23:22:58,38.7,35.6,0.49,1.2,1.45,0.25,1.23,0.78
2025-12-18 23:23:03,38.6,35.6,0.5,1.21,1.47,0.22,1.25,0.77
2025-12-18 23:23:09,38.4,35.9,0.53,1.24,1.33,0.25,1.24,0.77
2025-12-18 23:23:14,38.3,36.1,0.49,1.2,1.42,0.22,1.24,0.77
2025-12-18 23:23:19,38.2,36.3,0.5,1.21,1.47,0.23,1.24,0.78
2025-12-18 23:23:25,38.1,36.5,0.49,1.2,1.44,0.22,1.25,0.77
2025-12-18 23:23:30,38.1,36.7,0.5,1.22,1.36,0.26,1.19,0.4
2025-12-18 23:23:35,38.0,36.7,0.44,1.02,1.31,0.24,0.85,0.31
2025-12-18 23:23:40,37.9,34.0,0.42,0.83,1.28,0.23,0.82,0.32
2025-12-18 23:23:46,37.8,33.6,0.37,0.68,1.29,0.21,0.67,0.31
2025-12-18 23:23:51,37.7,33.3,0.37,0.64,1.47,0.21,0.65,0.33
2025-12-18 23:23:56,37.6,33.8,0.36,0.66,1.29,0.23,0.77,0.31
2025-12-18 23:24:01,37.3,34.6,0.33,0.67,1.36,0.21,1.01,0.3
2025-12-18 23:24:07,37.2,35.3,0.35,0.67,1.29,0.22,0.91,0.27
2025-12-18 23:24:12,37.2,35.9,0.34,0.72,1.52,0.23,0.77,0.31
2025-12-18 23:24:17,36.9,35.3,0.32,0.69,1.28,0.21,0.86,0.32
2025-12-18 23:24:22,36.7,36.3,0.32,0.65,1.37,0.23,0.97,0.32
2025-12-18 23:24:28,36.4,38.3,0.32,0.68,1.35,0.22,1.15,0.26
2025-12-18 23:24:33,36.3,38.7,0.33,0.56,1.32,0.23,1.25,0.28
2025-12-18 23:24:38,35.9,40.0,0.31,0.5,1.35,0.23,0.81,0.29
